EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,H_.160-.320MEV/N_1/(cm**2-s-sr-MeV/nucleon),H_.320-.640MEV/N_1/(cm**2-s-sr-MeV/nucleon),H_.640-1.280MEV/N_1/(cm**2-s-sr-MeV/nucleon),H_1.280-2.560MEV/N_1/(cm**2-s-sr-MeV/nucleon),H_2.560-7.240MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE3_.072-.160MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE3_.160-.320MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE3_.320-.640MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE3_.640-1.280MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE3_1.280-3.620MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE3_3.620-7.240MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE3_7.240-10.20MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_.063-.080MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_.080-.113MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_.113-.160MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_.175-.226MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_.226-.320MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_.320-.453MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_.453-.640MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_.640-.905MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_.905-1.280MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_1.280-1.810MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_1.810-2.560MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_2.560-3.620MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_L3.620-5.120MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_L5.120-7.240MEV/N_1/(cm**2-s-sr-MeV/nucleon),HE4_L7.240-8.670MEV/N_1/(cm**2-s-sr-MeV/nucleon),C_.041-.111MEV/N_1/(cm**2-s-sr-MeV/nucleon),C_.111-.160MEV/N_1/(cm**2-s-sr-MeV/nucleon),C_.160-.320MEV/N_1/(cm**2-s-sr-MeV/nucleon),C_.320-.640MEV/N_1/(cm**2-s-sr-MeV/nucleon),C_.640-1.280MEV/N_1/(cm**2-s-sr-MeV/nucleon),C_1.280-2.560MEV/N_1/(cm**2-s-sr-MeV/nucleon),C_2.560-5.120MEV/N_1/(cm**2-s-sr-MeV/nucleon),C_5.120-10.20MEV/N_1/(cm**2-s-sr-MeV/nucleon),C_10.20-14.00MEV/N_1/(cm**2-s-sr-MeV/nucleon),O_.040-.090MEV/N_1/(cm**2-s-sr-MeV/nucleon),O_.090-.160MEV/N_1/(cm**2-s-sr-MeV/nucleon),O_.160-.320MEV/N_1/(cm**2-s-sr-MeV/nucleon),O_.320-.640MEV/N_1/(cm**2-s-sr-MeV/nucleon),O_.640-1.280MEV/N_1/(cm**2-s-sr-MeV/nucleon),O_1.280-2.560MEV/N_1/(cm**2-s-sr-MeV/nucleon),O_2.560-5.120MEV/N_1/(cm**2-s-sr-MeV/nucleon),O_5.120-10.40MEV/N_1/(cm**2-s-sr-MeV/nucleon),NE_S_.061-.080MEV/N_1/(cm**2-s-sr-MeV/nucleon),NE_S_.080-.160MEV/N_1/(cm**2-s-sr-MeV/nucleon),NE_S_.160-.320MEV/N_1/(cm**2-s-sr-MeV/nucleon),NE_S_.320-.640MEV/N_1/(cm**2-s-sr-MeV/nucleon),NE_S_.640-1.280MEV/N_1/(cm**2-s-sr-MeV/nucleon),NE_S_1.280-2.560MEV/N_1/(cm**2-s-sr-MeV/nucleon),NE_S_2.560-7.040MEV/N_1/(cm**2-s-sr-MeV/nucleon),FE_.035-.040MEV/N_1/(cm**2-s-sr-MeV/nucleon),FE_.040-.080MEV/N_1/(cm**2-s-sr-MeV/nucleon),FE_.080-.160MEV/N_1/(cm**2-s-sr-MeV/nucleon),FE_.160-.320MEV/N_1/(cm**2-s-sr-MeV/nucleon),FE_.320-.640MEV/N_1/(cm**2-s-sr-MeV/nucleon),FE_.640-.905MEV/N_1/(cm**2-s-sr-MeV/nucleon),FE_.905-1.280MEV/N_1/(cm**2-s-sr-MeV/nucleon),FE_1.280-1.810MEV/N_1/(cm**2-s-sr-MeV/nucleon),FE_1.810-3.070MEV/N_1/(cm**2-s-sr-MeV/nucleon)
2013-09-29T02:00:00.000Z,6.75750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0194290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.09030,0.291680,0.0906770,0.0411910,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00196540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.000974800,0.00000,0.00000,0.00000,0.00000,0.0507870,0.00000,0.00194960,0.00000,0.00000,0.00000,0.00000,0.00000,0.00973510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T03:00:00.000Z,13.5150,1.82410,0.00000,0.00000,0.00000,0.788490,0.00000,0.0194290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.72560,0.656280,0.0906770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0329210,0.00642890,0.00196540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00194960,0.00000,0.00000,0.00000,0.00000,0.00000,0.0677160,0.00389920,0.00194960,0.00000,0.00000,0.00000,0.00000,0.111650,0.0292050,0.00389920,0.00194960,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T04:00:00.000Z,24.9840,5.39530,0.00000,0.00000,0.00000,0.777390,0.00000,0.0383100,0.0197580,0.00000,0.00000,0.00000,4.22870,1.16820,0.00000,0.503250,0.0894000,0.121830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00633830,0.00193770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.149040,0.00878700,0.00384430,0.00000,0.00000,0.00000,0.00000,0.00000,0.0500710,0.00384430,0.00192210,0.00000,0.00000,0.00000,0.00000,0.00000,0.0479900,0.0115330,0.00192210,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T05:00:00.000Z,5.06810,0.00000,0.00000,0.00000,0.00000,0.00000,0.159040,0.0194290,0.00000,0.00000,0.00000,0.00000,0.00000,1.18490,0.545130,0.218760,0.0906770,0.0823810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0329210,0.0192870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0503910,0.0178250,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000,0.0507870,0.0116980,0.00000,0.000974800,0.00000,0.00000,0.00000,0.00000,0.0194700,0.00389920,0.00194960,0.00194960,0.00000,0.00000,0.00000,0.00000
2013-09-29T06:00:00.000Z,6.75750,1.82410,0.00000,0.00000,0.00000,0.788490,0.477130,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.545130,0.437520,0.226690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0178250,0.00584880,0.00000,0.00000,0.00000,0.00000,0.00000,0.0846450,0.00779840,0.00000,0.000974800,0.00000,0.00000,0.00000,0.00000,0.0389400,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T07:00:00.000Z,15.2040,5.47240,0.00000,0.00000,0.00000,0.394250,0.159040,0.0388570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.63540,0.218760,0.0906770,0.0823810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0503910,0.0133690,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00389920,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000,0.00973510,0.00389920,0.00194960,0.000974800,0.00000,0.00000,0.00000,0.00000
2013-09-29T08:00:00.000Z,19.8470,0.00000,0.00000,0.00000,0.00000,0.385980,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.39830,1.16010,3.20210,0.356950,0.133160,0.120980,0.0771160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0322300,0.00000,0.00192420,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0130880,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0497210,0.0267220,0.00000,0.00000,0.00000,0.00000,7.706E-05,0.109310,0.0190620,0.00381740,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T09:00:00.000Z,11.9110,1.83720,4.10270,0.00000,0.00000,0.397080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.32000,1.19350,0.549050,0.440670,0.0456650,0.0414870,0.0793350,0.0410280,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0663150,0.00647510,0.00197960,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00897660,0.00392730,0.00000,0.00000,0.00000,0.00000,0.00000,0.0511520,0.0117820,0.00392730,0.00000,0.00000,0.00000,0.00000,0.00000,0.0196100,0.00392730,0.00196360,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T10:00:00.000Z,18.5830,0.00000,0.00000,0.00000,0.00000,0.788490,0.00000,0.0194290,0.00000,0.00000,0.00000,0.00000,0.00000,4.73970,0.545130,0.437520,0.317370,0.0823810,0.0393840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0329210,0.00000,0.00393080,0.000982130,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00445620,0.00000,0.000974800,0.00000,0.00000,0.00000,0.00000,0.0169290,0.00389920,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000,0.0194700,0.00779840,0.00194960,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T11:00:00.000Z,15.2040,5.47240,4.07340,0.00000,0.00000,0.788490,0.159040,0.00000,0.00000,0.00000,0.00000,0.00000,4.28910,0.00000,0.545130,0.583360,0.272030,0.123570,0.0787680,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0658410,0.00642890,0.00000,0.00000,0.00000,0.000277520,0.00000,0.00000,0.00000,0.0503910,0.00891250,0.00194960,0.00000,0.00000,0.00000,0.00000,0.00000,0.0507870,0.00779840,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000,0.0194700,0.0155970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T12:00:00.000Z,23.1550,1.78580,3.98790,8.12250,0.00000,0.385980,0.00000,0.0380420,0.00000,0.00000,0.00000,0.00000,4.19910,6.96050,0.533690,0.713900,0.310710,0.120980,0.0385580,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0322300,0.00000,0.00577260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.148000,0.00000,0.00381740,0.00000,0.00000,0.00000,0.00000,0.00000,0.0165740,0.0152700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0285930,0.00763480,0.00190870,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T13:00:00.000Z,33.7870,7.29650,0.00000,0.00000,0.00000,1.18270,0.159040,0.0582860,0.00000,0.00000,0.00000,0.540630,8.57820,4.73970,2.72560,0.437520,0.226690,0.00000,0.0787680,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0329210,0.00642890,0.00196540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.151170,0.0178250,0.00779840,0.00000,0.00000,0.00000,0.00000,0.000131490,0.00000,0.0116980,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0194700,0.00779840,0.00000,0.00000,0.00117710,0.00000,0.00000,0.00000
2013-09-29T14:00:00.000Z,15.2040,5.47240,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,12.8670,3.55480,1.63540,0.802120,0.408050,0.00000,0.00000,0.0407350,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0658410,0.00000,0.00196540,0.00000,0.000491920,0.00000,0.00000,0.00000,0.00000,0.00000,0.0267370,0.0136470,0.00000,0.00000,0.00000,0.00000,0.00000,0.0338580,0.0116980,0.00194960,0.000974800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00389920,0.00000,0.000974800,0.00000,0.00000,0.00000,0.00000
2013-09-29T15:00:00.000Z,32.0980,1.82410,0.00000,0.00000,0.00000,0.394250,0.318090,0.0582860,0.00000,0.00000,0.00000,0.00000,8.57820,5.92470,0.545130,0.583360,0.408050,0.123570,0.118150,0.00000,0.0471840,0.00000,0.00000,0.00000,0.00000,0.339010,0.00000,0.0658410,0.00000,0.00196540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.100780,0.0178250,0.00194960,0.00194960,0.00000,0.00000,0.00000,0.00000,0.0507870,0.0233950,0.00389920,0.00000,0.00000,0.00000,0.00000,0.111650,0.0389400,0.00000,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T16:00:00.000Z,13.3250,3.59690,0.00000,0.00000,0.00000,0.388690,0.313610,0.0383100,0.00000,0.00000,0.00000,0.00000,8.45740,3.50470,1.07490,0.503250,0.134100,0.0812210,0.0388290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0973710,0.00000,0.00193770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0993620,0.00878700,0.00000,0.000961070,0.00000,0.00000,0.00000,0.00000,0.100140,0.00768860,0.00192210,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00384430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T17:00:00.000Z,13.5150,7.29650,0.00000,0.00000,0.00000,1.18270,0.00000,0.0194290,0.00000,0.00000,0.00000,0.00000,4.28910,3.55480,1.09030,0.00000,0.181350,0.0823810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00642890,0.00589620,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0503910,0.00891250,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000,0.0338580,0.00779840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0584100,0.0116980,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T18:00:00.000Z,20.1290,0.00000,0.00000,0.00000,0.00000,0.782900,0.157920,0.00000,0.00000,0.0183080,0.00000,0.00000,4.25870,7.05920,1.08250,0.362010,0.00000,0.0408990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.998410,0.00000,0.00000,0.00195150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00884930,0.00193580,0.000967890,0.00000,0.00000,0.00000,0.00000,0.0504270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.110860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T19:00:00.000Z,13.5150,3.64820,0.00000,0.00000,0.00000,0.788490,0.00000,0.0194290,0.00000,0.00000,0.00000,0.540630,0.00000,2.36990,2.72560,0.510440,0.136020,0.0823810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0329210,0.00000,0.00393080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0503910,0.00891250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0169290,0.0116980,0.00389920,0.00000,0.00000,0.00000,7.8711E-05,0.00000,0.00000,0.00779840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T20:00:00.000Z,19.9870,3.59690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.22870,1.16820,0.537450,0.215680,0.0894000,0.0406110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0324570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0496810,0.00000,0.00192210,0.00000,0.00000,0.00000,0.00000,0.00000,0.0166900,0.00384430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0287940,0.00384430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T21:00:00.000Z,18.5830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18490,1.09030,0.218760,0.136020,0.123570,0.00000,0.0407350,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00642890,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00891250,0.00194960,0.000974800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00194960,0.000974800,0.00000,0.00000,0.00000,0.00000,0.0194700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T22:00:00.000Z,16.8940,3.64820,0.00000,0.00000,0.00000,0.394250,0.00000,0.0194290,0.00000,0.00000,0.00000,0.00000,0.00000,4.73970,0.545130,1.09380,0.181350,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0329210,0.00000,0.00000,0.000982130,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0356500,0.00000,0.000974800,0.00000,0.00000,0.00000,0.00000,0.00000,0.0155970,0.00194960,0.00000,0.00000,0.00000,0.00000,0.111650,0.00973510,0.00000,0.00194960,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-29T23:00:00.000Z,22.9450,3.81160,0.00000,0.00000,0.00000,1.23570,0.166170,0.00000,0.0209380,0.00000,0.00000,0.564840,0.00000,2.47600,2.27810,0.533290,0.284210,0.172140,0.0411480,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0139670,0.00611070,0.00203690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00407380,0.00000,0.00000,0.00000,0.00000,8.2235E-05,0.116650,0.0101710,0.00814760,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-30T00:00:00.000Z,25.5230,3.67450,0.00000,0.00000,0.00000,0.794170,0.00000,0.0195680,0.00000,0.00000,0.00000,0.00000,8.63990,2.38690,0.549050,0.440670,0.456650,0.124460,0.0396670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.341450,0.00000,0.00000,0.00647510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00448830,0.00392730,0.000981820,0.00000,0.00000,0.00000,0.00000,0.0511520,0.0117820,0.00000,0.00000,0.00000,0.00000,0.00000,0.112460,0.0294150,0.00392730,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-30T01:00:00.000Z,21.9620,3.64820,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.103100,0.00000,4.28910,1.18490,0.00000,0.291680,0.272030,0.123570,0.0393840,0.0407350,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0658410,0.0257160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0503910,0.00891250,0.00194960,0.000974800,0.00000,0.00000,0.00000,0.00000,0.0169290,0.0233950,0.00389920,0.00000,0.00000,0.00000,7.8711E-05,0.00000,0.00000,0.00779840,0.00000,0.000974800,0.00000,0.00000,0.00000,0.00000
2013-09-30T02:00:00.000Z,25.3410,1.82410,0.00000,0.00000,0.00000,0.788490,0.159040,0.00000,0.00000,0.00000,0.103100,0.00000,12.8670,0.00000,0.545130,0.583360,0.181350,0.164760,0.0787680,0.00000,0.0471840,0.0582990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0178250,0.00000,0.000974800,0.00000,0.00000,0.00000,0.00000,0.0507870,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0194700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-30T03:00:00.000Z,27.0300,5.47240,0.00000,0.00000,0.00000,0.00000,0.159040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18490,1.63540,0.437520,0.181350,0.0411910,0.00000,0.00000,0.0471840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0329210,0.00000,0.00000,0.00000,0.000491920,0.00000,0.000204610,0.00000,0.00000,0.00000,0.0133690,0.00389920,0.00194960,0.00000,0.00000,0.000151690,0.00000,0.00000,0.00779840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0194700,0.00389920,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-30T04:00:00.000Z,41.6390,5.39530,4.01600,0.00000,9.05150,0.388690,0.156800,0.0191550,0.00000,0.00000,0.00000,0.00000,0.00000,3.50470,5.91190,1.15030,0.625800,0.243660,0.0388290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0649140,0.00000,0.00387550,0.00193660,0.00000,0.00000,0.000201730,0.00000,0.00000,0.0496810,0.0263610,0.00192210,0.00000,0.00000,0.00000,0.00000,0.00000,0.0667620,0.00000,0.00384430,0.000961070,0.00000,0.00000,0.00000,0.00000,0.0191960,0.00384430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2013-09-30T05:00:00.000Z,70.9540,9.12060,8.14670,16.5930,9.18080,0.788490,0.159040,0.0194290,0.0200400,0.0184390,0.00000,0.00000,12.8670,10.6640,8.72200,2.47930,1.36020,0.370720,0.0787680,0.0407350,0.00000,0.116600,0.00000,0.125120,0.00000,0.00000,0.00000,0.131680,0.0128580,0.00393080,0.00000,0.00000,0.00000,0.000204610,0.00000,0.00000,0.00000,0.0579310,0.0175460,0.00194960,0.00000,0.00000,0.000303380,0.000262970,0.101570,0.0467910,0.00779840,0.000974800,0.00000,0.00000,0.000157420,0.223300,0.0292050,0.00389920,0.00194960,0.00000,0.00000,0.000831830,0.00000,0.000495140
2013-09-30T06:00:00.000Z,48.9920,10.9450,8.14670,16.5930,9.18080,0.00000,0.00000,0.00000,0.00000,0.00000,0.103100,0.00000,4.28910,5.92470,4.90610,1.45840,0.725420,0.288330,0.118150,0.122200,0.188740,0.116600,0.159410,0.375350,0.00000,0.678020,0.00000,0.0987620,0.00000,0.00589620,0.00000,0.00147580,0.000555040,0.000409210,0.000613100,0.000518230,0.0503910,0.0445620,0.00779840,0.00000,0.00195010,0.000500150,0.00121350,0.000657430,0.0338580,0.0194960,0.00194960,0.00000,0.00194970,0.000981830,0.000393560,0.00000,0.0292050,0.0116980,0.00000,0.00194960,0.00000,0.000831830,0.00117710,0.000247570
2013-09-30T07:00:00.000Z,35.4770,20.0650,24.4400,33.1860,9.18080,0.394250,0.00000,0.00000,0.00000,0.0368780,0.00000,0.00000,4.28910,9.47950,2.72560,1.09380,0.362710,0.329530,0.393840,0.488810,0.330290,0.408090,0.159410,0.00000,0.00000,0.00000,0.00000,0.00000,0.0128580,0.00589620,0.00294640,0.00344340,0.00249770,0.00000,0.000408730,0.00000,0.00000,0.00445620,0.00779840,0.00194960,0.00731270,0.00350110,0.00197200,0.00105190,0.0338580,0.00779840,0.00389920,0.000974800,0.00146230,0.00171820,0.000787110,0.00000,0.0486750,0.00000,0.00000,0.000974800,0.00000,0.00166370,0.000588560,0.000247570
2013-09-30T08:00:00.000Z,34.7330,12.5010,3.98790,8.12250,17.9760,0.771950,0.00000,0.0190210,0.00000,0.0180520,0.00000,0.00000,4.19910,5.80040,2.13480,1.28500,0.976530,0.241960,0.154230,0.159520,0.230970,0.228300,0.0780350,0.00000,0.00000,0.00000,0.984450,0.0322300,0.0125880,0.00384840,0.00000,0.00144480,0.00163020,0.00120190,0.000800320,0.00000,0.197330,0.0392650,0.00572610,0.000954350,0.00286370,0.00220350,0.00133660,0.000772360,0.0165740,0.00763480,0.00381740,0.000954350,0.00286320,0.00264340,0.000924720,0.00000,0.0381230,0.00000,0.00381740,0.00286310,0.00115240,0.00000,0.000576210,0.000484750
2013-09-30T09:00:00.000Z,45.6130,3.64820,8.14670,33.1860,18.3620,0.00000,0.318090,0.00000,0.00000,0.00000,0.103100,0.00000,8.57820,11.8490,4.36100,1.45840,0.816100,0.329530,0.196920,0.285140,0.235920,0.291500,0.239120,0.125120,0.207060,0.00000,0.00000,0.0987620,0.00642890,0.00589620,0.000982130,0.00000,0.000832560,0.000818430,0.000613100,0.000518230,0.201560,0.0401060,0.00584880,0.00194960,0.00438760,0.00275080,0.00182030,0.000788910,0.0338580,0.0194960,0.00194960,0.00000,0.00194970,0.00196370,0.00149550,0.00000,0.0194700,0.00389920,0.00000,0.00000,0.00353140,0.00000,0.00294280,0.000247570
2013-09-30T10:00:00.000Z,50.6810,31.0100,65.1740,74.6690,18.3620,1.18270,0.00000,0.0388570,0.00000,0.0368780,0.00000,0.00000,8.57820,14.2190,5.45130,2.04170,1.13350,1.19450,1.49660,1.26280,1.27400,0.816190,0.876780,0.500460,0.00000,0.00000,0.00000,0.0329210,0.0192870,0.00589620,0.00196430,0.00639500,0.00166510,0.00245530,0.00163490,0.00000,0.0503910,0.0267370,0.0214460,0.0126720,0.0126750,0.0102530,0.00394400,0.00157780,0.0507870,0.0194960,0.00974800,0.00584880,0.00974860,0.00736370,0.00204650,0.00000,0.0292050,0.00389920,0.00584880,0.00974800,0.00823980,0.00415920,0.00353140,0.00198060
2013-09-30T11:00:00.000Z,67.5750,49.2510,154.790,149.340,55.0850,0.00000,0.00000,0.0388570,0.0200400,0.0553170,0.103100,0.00000,17.1560,10.6640,5.99640,2.40630,2.08560,2.88330,2.28430,2.72920,2.73670,1.86560,1.83330,0.375350,0.207060,1.35600,0.00000,0.00000,0.00000,0.0157230,0.0176780,0.0147580,0.00999070,0.00572900,0.00163490,0.000518230,0.0503910,0.0178250,0.0253450,0.0458160,0.0375380,0.0235070,0.0107700,0.00499650,0.118500,0.0233950,0.0292440,0.0311940,0.0302210,0.0144820,0.00409300,0.111650,0.0194700,0.00000,0.0194960,0.0214460,0.0258970,0.0158050,0.0153030,0.00866490
2013-09-30T12:00:00.000Z,116.590,71.9370,144.580,171.770,45.2580,1.94350,0.156800,0.0191550,0.0395160,0.0545380,0.101650,0.00000,21.1430,14.0190,6.98680,2.08490,2.59260,2.59910,3.33930,3.09240,2.74470,1.55190,0.943020,1.72700,1.02070,1.00270,0.00000,0.162280,0.0126770,0.00581320,0.0183980,0.0140650,0.0106710,0.00463970,0.00241790,0.00000,0.198720,0.0527220,0.0461320,0.0432480,0.0346070,0.0268740,0.0116650,0.00362970,0.100140,0.0269100,0.0384430,0.0355600,0.0278730,0.0176660,0.00706180,0.110080,0.0191960,0.0153770,0.0365210,0.0394040,0.0208900,0.0246030,0.0214700,0.0107400
